ingredient,normalized_ingredient,food_id,food_name,food_group,food_subgroup,category,match_type
crunchy cheetos cheese flavored snacks,crunchy cheetos cheese flavored snacks,,,,,,unmatched
crunchy peanut butter,crunchy peanut butter,,,,,,unmatched
crunchy sweetened corn and oat cereal,crunchy sweetened corn and oat cereal,,,,,,unmatched
crushed pineapple,crushed pineapple,,,,,,unmatched
crushed pineapple in juice,crushed pineapple in juice,,,,,,unmatched
crushed pineapple in syrup,crushed pineapple in syrup,,,,,,unmatched
crushed pineapple with juice,crushed pineapple with juice,,,,,,unmatched
crushed plum tomatoes,crushed plum tomatoes,,,,,,unmatched
crushed red pepper flakes,crushed red pepper flakes,,,,,,unmatched
crushed tomatoes,crushed tomatoes,,,,,,unmatched
crushed tomatoes in puree,crushed tomatoes in puree,,,,,,unmatched
crushed unsweetened pineapple,crushed unsweetened pineapple,,,,,,unmatched
crusty bread,crusty bread,,,,,,unmatched
crusty bread rolls,crusty bread rolls,,,,,,unmatched
crusty italian bread,crusty italian bread,,,,,,unmatched
crystal farms monterey jack cheese,crystal farms monterey jack cheese,,,,,,unmatched
crystal farms shredded cheddar cheese,crystal farms shredded cheddar cheese,,,,,,unmatched
crystal hot sauce,crystal hot sauce,,,,,,unmatched
crystal light orange drink mix,crystal light orange drink mix,,,,,,unmatched
crystal light peach tea drink mix,crystal light peach tea drink mix,,,,,,unmatched
crystal light powdered drink mix,crystal light powdered drink mix,,,,,,unmatched
crystal light raspberry lemonade mix,crystal light raspberry lemonade mix,,,,,,unmatched
crystal light ready to drink raspberry ice,crystal light ready to drink raspberry ice,,,,,,unmatched
crystal light strawberry kiwi powdered drink mix,crystal light strawberry kiwi powdered drink mix,,,,,,unmatched
crystal light sugar free low calorie lemonade mix,crystal light sugar free low calorie lemonade mix,,,,,,unmatched
crystallized ginger,crystallized ginger,,,,,,unmatched
cuban bread,cuban bread,,,,,,unmatched
cubanelle pepper,cubanelle pepper,1003.0,Cubanelle pepper,Vegetables,Fruit vegetables,,exact
cubanelle peppers,cubanelle peppers,,,,,,unmatched
cube steak,cube steak,,,,,,unmatched
cube steaks,cube steaks,,,,,,unmatched
cubed ham,cubed ham,,,,,,unmatched
cucumber,cucumber,65.0,Cucumber,Gourds,Gourds,specific,exact
cucumber juice,cucumber juice,,,,,,unmatched
cucumber ranch salad dressing,cucumber ranch salad dressing,,,,,,unmatched
cucumber relish,cucumber relish,,,,,,unmatched
cucumber salad dressing,cucumber salad dressing,,,,,,unmatched
cucumbers,cucumbers,,,,,,unmatched
cuervo especial gold,cuervo especial gold,,,,,,unmatched
cuervo tequila,cuervo tequila,,,,,,unmatched
culantro,culantro,,,,,,unmatched
cultured buttermilk,cultured buttermilk,,,,,,unmatched
cumin,cumin,67.0,Cumin,Herbs and Spices,Spices,specific,exact
cumin powder,cumin powder,,,,,,unmatched
cumin seed,cumin seed,,,,,,unmatched
cumin seeds,cumin seeds,,,,,,unmatched
cupcake,cupcake,,,,,,unmatched
cupcake liners,cupcake liners,,,,,,unmatched
cupcakes,cupcakes,,,,,,unmatched
curacao,curacao,,,,,,unmatched
curds,curds,,,,,,unmatched
curing salt,curing salt,,,,,,unmatched
curly endive lettuce,curly endive lettuce,,,,,,unmatched
currant jelly,currant jelly,,,,,,unmatched
currant juice,currant juice,,,,,,unmatched
currants,currants,,,,,,unmatched
curry,curry,,,,,,unmatched
curry leaf,curry leaf,,,,,,unmatched
curry leaves,curry leaves,,,,,,unmatched
curry paste,curry paste,,,,,,unmatched
curry powder,curry powder,700.0,Curry powder,Herbs and Spices,Herb and spice mixtures,specific,exact
curry rice mix,curry rice mix,,,,,,unmatched
curry sauce,curry sauce,,,,,,unmatched
curry sauce mix,curry sauce mix,,,,,,unmatched
custard,custard,,,,,,unmatched
custard powder,custard powder,,,,,,unmatched
cut green beans,cut green beans,,,,,,unmatched
cut wax beans,cut wax beans,,,,,,unmatched
dahl,dahl,,,,,,unmatched
daikon radish,daikon radish,261.0,Daikon radish,Vegetables,Root vegetables,specific,exact
daikon radishes,daikon radishes,,,,,,unmatched
dairy eggnog,dairy eggnog,,,,,,unmatched
dairy free margarine,dairy free margarine,,,,,,unmatched
dales steak seasoning,dales steak seasoning,,,,,,unmatched
dandelion flowers,dandelion flowers,,,,,,unmatched
dandelion greens,dandelion greens,,,,,,unmatched
dandelion root,dandelion root,,,,,,unmatched
danish blue cheese,danish blue cheese,,,,,,unmatched
dannon light fit lemon chiffon yogurt,dannon light fit lemon chiffon yogurt,,,,,,unmatched
darjeeling tea bags,darjeeling tea bags,,,,,,unmatched
dark amber maple syrup,dark amber maple syrup,,,,,,unmatched
dark baking chocolate,dark baking chocolate,,,,,,unmatched
dark beer,dark beer,,,,,,unmatched
dark brown sugar,dark brown sugar,,,,,,unmatched
dark cherries,dark cherries,,,,,,unmatched
dark chicken meat,dark chicken meat,,,,,,unmatched
dark chili powder,dark chili powder,,,,,,unmatched
dark chocolate,dark chocolate,,,,,,unmatched
dark chocolate bars,dark chocolate bars,,,,,,unmatched
dark chocolate brownie mix,dark chocolate brownie mix,,,,,,unmatched
dark chocolate cake mix,dark chocolate cake mix,,,,,,unmatched
dark chocolate chips,dark chocolate chips,,,,,,unmatched
dark chocolate frosting,dark chocolate frosting,,,,,,unmatched
dark chocolate kisses,dark chocolate kisses,,,,,,unmatched
dark chocolate melts,dark chocolate melts,,,,,,unmatched
dark chocolate roasted almonds,dark chocolate roasted almonds,,,,,,unmatched
dark chocolate shavings,dark chocolate shavings,,,,,,unmatched
dark chocolate squares,dark chocolate squares,,,,,,unmatched
dark chocolate syrup,dark chocolate syrup,,,,,,unmatched
dark cocoa,dark cocoa,,,,,,unmatched
dark cooking chocolate,dark cooking chocolate,,,,,,unmatched
dark corn syrup,dark corn syrup,,,,,,unmatched
dark creme de cacao,dark creme de cacao,,,,,,unmatched
dark jamaican rum,dark jamaican rum,,,,,,unmatched
dark karo syrup,dark karo syrup,,,,,,unmatched
dark mexican beer,dark mexican beer,,,,,,unmatched
dark miso,dark miso,,,,,,unmatched
dark molasses,dark molasses,,,,,,unmatched
dark muscovado sugar,dark muscovado sugar,,,,,,unmatched
dark raisin,dark raisin,,,,,,unmatched
dark raisins,dark raisins,,,,,,unmatched
dark red kidney beans,dark red kidney beans,,,,,,unmatched
dark roast coffee,dark roast coffee,,,,,,unmatched
dark roux,dark roux,,,,,,unmatched
dark rum,dark rum,,,,,,unmatched
dark rye,dark rye,,,,,,unmatched
dark rye bread,dark rye bread,,,,,,unmatched
dark rye flour,dark rye flour,,,,,,unmatched
dark seedless raisins,dark seedless raisins,,,,,,unmatched
dark semi sweet chocolate,dark semi sweet chocolate,,,,,,unmatched
dark sesame oil,dark sesame oil,,,,,,unmatched
dark soy sauce,dark soy sauce,,,,,,unmatched
dark soya sauce,dark soya sauce,,,,,,unmatched
dark sweet cherries,dark sweet cherries,,,,,,unmatched
dark sweet cherry,dark sweet cherry,,,,,,unmatched
dark unsweetened cocoa,dark unsweetened cocoa,,,,,,unmatched
dasheen leaves,dasheen leaves,,,,,,unmatched
dashi,dashi,,,,,,unmatched
dashi powder,dashi powder,,,,,,unmatched
dashi stock,dashi stock,,,,,,unmatched
dashida,dashida,,,,,,unmatched
date bread mix,date bread mix,,,,,,unmatched
date filling,date filling,,,,,,unmatched
date honey,date honey,,,,,,unmatched
date sugar,date sugar,,,,,,unmatched
date syrup,date syrup,,,,,,unmatched
dates,dates,,,,,,unmatched
day old french bread,day old french bread,,,,,,unmatched
day old white bread,day old white bread,,,,,,unmatched
daylily flower buds,daylily flower buds,,,,,,unmatched
de fatted beef broth,de fatted beef broth,,,,,,unmatched
de fatted chicken broth,de fatted chicken broth,,,,,,unmatched
de fatted chicken stock,de fatted chicken stock,,,,,,unmatched
decaffeinated espresso,decaffeinated espresso,,,,,,unmatched
decaffeinated tea bag,decaffeinated tea bag,,,,,,unmatched
decorating gel,decorating gel,,,,,,unmatched
decorative candies,decorative candies,,,,,,unmatched
decorator sugar,decorator sugar,,,,,,unmatched
deep dish pie shell,deep dish pie shell,,,,,,unmatched
deep dish pie shells,deep dish pie shells,,,,,,unmatched
deep frying oil,deep frying oil,,,,,,unmatched
deer,deer,535.0,Deer,Animal foods,Venison,specific,exact
deer chops,deer chops,,,,,,unmatched
dehydrated mushroom pieces,dehydrated mushroom pieces,,,,,,unmatched
dehydrated onion,dehydrated onion,,,,,,unmatched
dehydrated soup greens,dehydrated soup greens,,,,,,unmatched
del monte savory sides santa fe corn,del monte savory sides santa fe corn,,,,,,unmatched
del monte zesty jalapeno pepper diced tomato,del monte zesty jalapeno pepper diced tomato,,,,,,unmatched
deli chicken,deli chicken,,,,,,unmatched
deli corned beef,deli corned beef,,,,,,unmatched
deli ham,deli ham,,,,,,unmatched
deli roast beef,deli roast beef,,,,,,unmatched
deli turkey,deli turkey,,,,,,unmatched
delicata squash,delicata squash,,,,,,unmatched
delmonte stewed tomatoes,delmonte stewed tomatoes,,,,,,unmatched
demerara sugar,demerara sugar,,,,,,unmatched
demi glace,demi glace,,,,,,unmatched
dense bread,dense bread,,,,,,unmatched
desiccated coconut,desiccated coconut,,,,,,unmatched
desiccated unsweetened coconut,desiccated unsweetened coconut,,,,,,unmatched
dessert apples,dessert apples,,,,,,unmatched
dessert crepes,dessert crepes,,,,,,unmatched
dessert pears,dessert pears,,,,,,unmatched
dessert tofu,dessert tofu,,,,,,unmatched
dessert topping,dessert topping,,,,,,unmatched
deviled ham,deviled ham,,,,,,unmatched
devils food cake mix,devils food cake mix,,,,,,unmatched
devils food cake mix with pudding,devils food cake mix with pudding,,,,,,unmatched
diamond walnuts,diamond walnuts,,,,,,unmatched
diana honey garlic sauce,diana honey garlic sauce,,,,,,unmatched
diana western smokehouse sauce,diana western smokehouse sauce,,,,,,unmatched
diced fire roasted tomatoes,diced fire roasted tomatoes,,,,,,unmatched
diced green chilies,diced green chilies,,,,,,unmatched
diced green chilis,diced green chilis,,,,,,unmatched
diced onion,diced onion,,,,,,unmatched
diced onions,diced onions,,,,,,unmatched
diced pimento,diced pimento,,,,,,unmatched
diced pimentos,diced pimentos,,,,,,unmatched
diced tomato,diced tomato,,,,,,unmatched
diced tomatoes,diced tomatoes,,,,,,unmatched
diced tomatoes in tomato puree,diced tomatoes in tomato puree,,,,,,unmatched
diced tomatoes with balsamic vinegar basil and oil,diced tomatoes with balsamic vinegar basil and oil,,,,,,unmatched
diced tomatoes with basil and garlic,diced tomatoes with basil and garlic,,,,,,unmatched
diced tomatoes with basil and oregano,diced tomatoes with basil and oregano,,,,,,unmatched
diced tomatoes with basil oregano and garlic,diced tomatoes with basil oregano and garlic,,,,,,unmatched
diced tomatoes with chiles and cilantro,diced tomatoes with chiles and cilantro,,,,,,unmatched
diced tomatoes with chipotle peppers,diced tomatoes with chipotle peppers,,,,,,unmatched
diced tomatoes with garlic and olive oil,diced tomatoes with garlic and olive oil,,,,,,unmatched
diced tomatoes with garlic and oregano,diced tomatoes with garlic and oregano,,,,,,unmatched
diced tomatoes with green chilies,diced tomatoes with green chilies,,,,,,unmatched
diced tomatoes with green pepper and onion,diced tomatoes with green pepper and onion,,,,,,unmatched
diced tomatoes with green pepper celery and onion,diced tomatoes with green pepper celery and onion,,,,,,unmatched
diced tomatoes with jalapenos,diced tomatoes with jalapenos,,,,,,unmatched
diced tomatoes with juice,diced tomatoes with juice,,,,,,unmatched
diced tomatoes with lime and cilantro,diced tomatoes with lime and cilantro,,,,,,unmatched
diced tomatoes with mild green chilies,diced tomatoes with mild green chilies,,,,,,unmatched
diced tomatoes with onion garlic and basil,diced tomatoes with onion garlic and basil,,,,,,unmatched
diced tomatoes with seasonings,diced tomatoes with seasonings,,,,,,unmatched
diced tomatoes with sweet onions,diced tomatoes with sweet onions,,,,,,unmatched
diced tomatoes with sweet onions and roasted garlic,diced tomatoes with sweet onions and roasted garlic,,,,,,unmatched
diet 7 up,diet 7 up,,,,,,unmatched
diet coke,diet coke,,,,,,unmatched
diet cola,diet cola,,,,,,unmatched
diet cream soda,diet cream soda,,,,,,unmatched
diet ginger beer,diet ginger beer,,,,,,unmatched
diet lemon lime soda,diet lemon lime soda,,,,,,unmatched
diet lemonade,diet lemonade,,,,,,unmatched
diet orange soda,diet orange soda,,,,,,unmatched
diet pepsi,diet pepsi,,,,,,unmatched
diet root beer,diet root beer,,,,,,unmatched
diet soda,diet soda,,,,,,unmatched
diet sprite,diet sprite,,,,,,unmatched
diet v8 splash,diet v8 splash,,,,,,unmatched
digestive biscuits,digestive biscuits,,,,,,unmatched
dijon horseradish mustard,dijon horseradish mustard,,,,,,unmatched
dijon mustard,dijon mustard,,,,,,unmatched
dijon style mustard,dijon style mustard,,,,,,unmatched
dijonnaise mustard,dijonnaise mustard,,,,,,unmatched
dill,dill,13.0,Dill,Herbs and Spices,Herbs,specific,exact
dill dip,dill dip,,,,,,unmatched
dill leaves,dill leaves,,,,,,unmatched
dill pickle,dill pickle,,,,,,unmatched
dill pickle relish,dill pickle relish,,,,,,unmatched
dill pickle slices,dill pickle slices,,,,,,unmatched
dill pickle spear,dill pickle spear,,,,,,unmatched
dill pickle spears,dill pickle spears,,,,,,unmatched
dill pickles,dill pickles,,,,,,unmatched
dill relish,dill relish,,,,,,unmatched
dill seasoning mix,dill seasoning mix,,,,,,unmatched
dill seed,dill seed,,,,,,unmatched
dill seeds,dill seeds,,,,,,unmatched
dill sprigs,dill sprigs,,,,,,unmatched
dill weed,dill weed,,,,,,unmatched
dinner roll,dinner roll,,,,,,unmatched
dinner rolls,dinner rolls,,,,,,unmatched
dip mix,dip mix,,,,,,unmatched
dippers,dippers,,,,,,unmatched
dipping chocolate,dipping chocolate,,,,,,unmatched
dipping sauce,dipping sauce,,,,,,unmatched
dirty rice mix,dirty rice mix,,,,,,unmatched
disaronno liquor,disaronno liquor,,,,,,unmatched
discos,discos,,,,,,unmatched
dish detergent,dish detergent,,,,,,unmatched
distilled vinegar,distilled vinegar,,,,,,unmatched
distilled water,distilled water,,,,,,unmatched
distilled white vinegar,distilled white vinegar,,,,,,unmatched
ditali pasta,ditali pasta,,,,,,unmatched
ditalini,ditalini,,,,,,unmatched
dog food,dog food,,,,,,unmatched
dolcelatte,dolcelatte,,,,,,unmatched
dole classic coleslaw,dole classic coleslaw,,,,,,unmatched
dole italian salad variety,dole italian salad variety,,,,,,unmatched
dole mediterranean salad blend,dole mediterranean salad blend,,,,,,unmatched
dole pineapple chunks,dole pineapple chunks,,,,,,unmatched
dole pineapple slices,dole pineapple slices,,,,,,unmatched
dooley liqueur,dooley liqueur,,,,,,unmatched
doritos,doritos,,,,,,unmatched
dory fillets,dory fillets,,,,,,unmatched
double acting baking powder,double acting baking powder,,,,,,unmatched
double chocolate brownie mix,double chocolate brownie mix,,,,,,unmatched
double cream,double cream,,,,,,unmatched
double cream brie cheese,double cream brie cheese,,,,,,unmatched
double crust,double crust,,,,,,unmatched
double crust classic crisco pie crust,double crust classic crisco pie crust,,,,,,unmatched
double crust pie crust,double crust pie crust,,,,,,unmatched
double crust pie crusts,double crust pie crusts,,,,,,unmatched
dough enhancer,dough enhancer,,,,,,unmatched
doughnut,doughnut,,,,,,unmatched
doughnuts,doughnuts,,,,,,unmatched
dove dark chocolate miniatures,dove dark chocolate miniatures,,,,,,unmatched
dr pepper cola,dr pepper cola,,,,,,unmatched
dragees,dragees,,,,,,unmatched
drambuie,drambuie,,,,,,unmatched
dream whip,dream whip,,,,,,unmatched
dream whip topping mix,dream whip topping mix,,,,,,unmatched
dried ancho chile,dried ancho chile,,,,,,unmatched
dried ancho chile powder,dried ancho chile powder,,,,,,unmatched
dried ancho chiles,dried ancho chiles,,,,,,unmatched
dried ancho pepper,dried ancho pepper,,,,,,unmatched
dried ancho peppers,dried ancho peppers,,,,,,unmatched
dried anchovies,dried anchovies,,,,,,unmatched
dried anise,dried anise,,,,,,unmatched
dried apple,dried apple,,,,,,unmatched
dried apple ring,dried apple ring,,,,,,unmatched
dried apple rings,dried apple rings,,,,,,unmatched
dried apples,dried apples,,,,,,unmatched
dried apricot,dried apricot,,,,,,unmatched
dried apricot halves,dried apricot halves,,,,,,unmatched
dried apricots,dried apricots,,,,,,unmatched
dried arbol chile,dried arbol chile,,,,,,unmatched
dried arbol chiles,dried arbol chiles,,,,,,unmatched
dried banana,dried banana,,,,,,unmatched
dried banana pieces,dried banana pieces,,,,,,unmatched
dried bananas,dried bananas,,,,,,unmatched
dried barberries,dried barberries,,,,,,unmatched
dried basil,dried basil,,,,,,unmatched
dried basil leaves,dried basil leaves,,,,,,unmatched
dried bay leaf,dried bay leaf,,,,,,unmatched
dried bay leaves,dried bay leaves,,,,,,unmatched
dried bean curd skin,dried bean curd skin,,,,,,unmatched
dried bean mix,dried bean mix,,,,,,unmatched
dried beans,dried beans,,,,,,unmatched
dried beef,dried beef,,,,,,unmatched
dried black beans,dried black beans,,,,,,unmatched
dried black eyed peas,dried black eyed peas,,,,,,unmatched
dried black figs,dried black figs,,,,,,unmatched
dried black fungus,dried black fungus,,,,,,unmatched
dried black mushrooms,dried black mushrooms,,,,,,unmatched
dried blueberries,dried blueberries,,,,,,unmatched
dried borlotti beans,dried borlotti beans,,,,,,unmatched
